square_footage,num_bedrooms,location,price
1728,4,Austin,460654
2968,4,San Francisco,621426
2020,1,Chicago,389315
2305,2,Seattle,471952
1433,1,Miami,300865
1862,3,New York,411009
1984,1,Houston,340450
1088,2,Austin,309554
2611,1,Boston,432187
1327,2,Houston,312508
1716,4,Los Angeles,438349
2508,2,Houston,452053
2206,3,Seattle,530631
2041,2,Miami,378147
1910,3,New York,422370
1598,3,New York,398229
2323,1,Boston,411821
811,3,Dallas,272257
1632,2,Los Angeles,353323
2041,4,Miami,490264
2472,2,Houston,462388
2953,4,Boston,643316
1490,3,San Francisco,353371
1327,1,Seattle,266547
2295,3,Dallas,506534
1692,3,Dallas,359490
1186,4,Austin,343068
2049,2,Austin,403225
2577,1,San Francisco,457544
1207,1,Boston,246166
2476,1,Chicago,463878
1697,1,Seattle,264583
1510,2,Boston,350083
2482,1,Los Angeles,377202
1717,4,Seattle,409046
1216,4,Dallas,393663
1215,1,Dallas,209914
2271,1,Los Angeles,382853
2335,2,Chicago,404832
884,2,San Francisco,212082
966,1,Austin,179711
1895,2,Dallas,370394
1609,3,Chicago,382826
2344,1,Miami,383472
2616,2,Seattle,525154
1792,4,San Francisco,435807
2081,1,Boston,362349
1074,1,Chicago,211816
2573,4,San Francisco,621852
2556,4,Chicago,628763
1691,2,Miami,336914
888,4,New York,380343
1507,3,Los Angeles,391280
1186,1,New York,204905
2934,3,San Francisco,571575
2673,2,New York,467876
1977,4,Chicago,480233
1239,1,Chicago,269571
1776,4,New York,493210
1534,4,Los Angeles,426149
1432,2,Los Angeles,364283
1792,2,Miami,411650
972,2,Chicago,245283
803,2,San Francisco,210363
2463,1,Seattle,430384
2815,3,Los Angeles,564744
2295,3,Houston,474538
1860,1,Los Angeles,370428
1854,4,Miami,453782
1180,1,Seattle,244125
2091,3,Austin,444459
2392,3,Houston,543206
965,1,Los Angeles,196492
1842,2,New York,385884
2451,4,Chicago,591865
2007,1,Houston,309853
1344,3,Los Angeles,354172
896,2,Chicago,244938
2101,4,San Francisco,515758
2856,3,Seattle,571553
1256,4,Dallas,431586
2618,2,Miami,491357
1072,3,Austin,270329
1831,2,New York,419184
1007,1,Houston,199258
2737,1,Austin,486478
2460,4,Miami,556265
1946,2,Austin,346483
1856,2,Seattle,389626
2336,4,San Francisco,527090
1003,4,New York,310778
2632,4,Houston,631974
1242,1,Seattle,202538
1488,4,Seattle,412313
1632,1,Chicago,333291
2261,4,San Francisco,545385
1959,2,Dallas,365532
1186,2,San Francisco,275342
2841,4,San Francisco,658148
2148,4,Seattle,543388
2518,1,Dallas,394461
1479,3,Los Angeles,417621
1489,1,Chicago,285538
2368,2,San Francisco,495087
1969,4,Los Angeles,456526
1692,2,Dallas,361298
1752,3,San Francisco,462250
2054,1,New York,356429
1583,2,Los Angeles,313089
2846,1,Los Angeles,494652
2671,4,New York,578065
1294,2,Los Angeles,276757
1546,3,Austin,370117
2654,1,San Francisco,481483
2991,1,Houston,501272
1456,3,Los Angeles,336300
2682,2,Miami,463542
2596,2,Boston,536009
1067,1,Dallas,197241
2562,3,Miami,531901
2880,1,New York,496930
1176,1,San Francisco,194310
2385,4,San Francisco,601472
2263,2,Miami,404428
1288,2,Los Angeles,293140
1521,4,Dallas,391756
1745,2,San Francisco,343781
2886,2,Los Angeles,490321
2435,2,New York,470979
1840,3,Austin,378548
2914,4,Chicago,594352
2477,1,Dallas,419174
1798,3,New York,448085
2577,1,Seattle,456694
1756,4,San Francisco,504027
2389,4,Boston,515095
1961,4,Los Angeles,479980
2668,2,Seattle,488249
1352,3,Miami,340330
2433,4,San Francisco,545172
1494,1,Austin,233740
1116,2,Seattle,251134
1567,2,Houston,340278
2771,3,Los Angeles,603264
2303,3,Seattle,503157
922,3,Austin,336711
2668,2,Dallas,473765
2471,4,Miami,564704
1882,1,Chicago,335868
2528,4,New York,595245
2796,1,Los Angeles,491751
2942,4,Boston,648947
1948,3,Houston,450512
2888,1,Seattle,475598
2714,2,Los Angeles,517965
1053,1,Dallas,190358
806,2,Miami,259328
2916,4,Austin,651625
1341,3,Chicago,379962
888,1,Los Angeles,136700
2738,2,Boston,512051
1012,4,New York,314346
1065,3,New York,312803
2030,3,Chicago,445026
1804,3,Houston,451178
2894,4,Boston,622253
1421,4,Dallas,363379
1226,4,Boston,385538
1009,3,Dallas,276075
1687,1,Houston,286727
2243,2,Dallas,463706
953,4,Miami,343079
1214,1,Boston,213979
1980,2,Austin,429554
2084,3,Austin,509254
1568,1,Seattle,239917
1782,3,Boston,451410
2311,2,Houston,475421
1378,4,Boston,361889
1838,3,New York,462559
1341,1,Miami,290151
1158,4,New York,401208
1649,1,Los Angeles,249215
1226,2,San Francisco,332502
1285,2,Seattle,336253
2631,4,Chicago,549190
2272,1,Los Angeles,398241
2236,1,Los Angeles,428709
1129,1,Boston,247350
2555,1,Los Angeles,420832
1970,2,San Francisco,424632
1058,1,Los Angeles,255621
942,2,Boston,272222
2816,1,New York,442306
1426,1,Los Angeles,234702
2188,3,Chicago,500554
889,3,Miami,298111
1519,1,Miami,285126
1280,2,Dallas,316573
2931,1,Seattle,509371
1900,3,San Francisco,421994
1472,1,Austin,310816
1316,3,San Francisco,305092
2413,1,Dallas,420346
1581,4,Chicago,407149
2951,1,New York,514991
2835,2,Austin,478407
1486,3,Boston,357773
2389,4,Boston,546294
1699,3,Seattle,388611
2301,3,Austin,524391
1022,2,Boston,288316
1876,1,Seattle,379893
1900,2,Chicago,366678
2541,1,Austin,473385
1302,4,Chicago,437830
2139,2,Boston,465956
1423,2,Miami,282732
2686,3,San Francisco,557908
1850,2,San Francisco,340293
1893,1,Chicago,310492
2785,2,Miami,553919
2188,2,Seattle,418014
2129,4,New York,484987
1947,1,New York,377381
818,3,Houston,316758
2080,1,Dallas,386774
1845,4,Los Angeles,519435
1788,1,Houston,317957
2373,1,New York,404129
1871,2,Miami,422720
2006,2,San Francisco,360156
2258,1,San Francisco,393647
2954,1,New York,443617
2011,3,New York,479611
1575,4,Dallas,473388
2659,2,New York,463526
2666,2,Chicago,502859
1960,2,Boston,431355
2681,2,Los Angeles,462931
2580,1,Seattle,471192
1401,1,Los Angeles,274908
2394,3,Los Angeles,484778
1339,2,Houston,321178
1895,2,New York,384212
2605,1,Chicago,468241
823,3,Houston,268978
1423,1,Houston,221718
2635,2,Boston,463943
1879,2,Boston,357451
1785,4,Miami,509926
1022,4,Boston,373275
978,4,Chicago,344839
2760,3,Miami,527227
2273,1,Austin,384651
1592,2,Dallas,383853
1683,2,Austin,397688
2012,3,Los Angeles,473725
2401,2,Houston,472575
1609,2,Chicago,385461
1760,1,Miami,309229
1219,4,Austin,418328
1987,4,Houston,537978
2078,3,Chicago,494465
2240,4,Seattle,511268
2140,4,Seattle,548776
1841,3,Seattle,438598
1893,3,Dallas,480486
2161,4,Boston,541018
1391,1,Dallas,219879
1326,3,Dallas,344192
2092,2,Chicago,370100
2454,3,Chicago,551294
1610,2,Los Angeles,331434
987,3,Miami,273870
2392,3,San Francisco,524673
1328,4,Seattle,385262
1233,4,New York,430392
2741,4,Houston,610638
2604,1,San Francisco,404045
1102,4,New York,317167
886,4,Chicago,377017
1237,3,San Francisco,374384
1845,3,Los Angeles,442780
1632,1,Seattle,249442
1596,2,Boston,297752
1359,3,Houston,305886
1561,3,New York,398242
2498,2,Seattle,439422
1924,1,Los Angeles,336924
1484,3,Boston,338786
1964,4,Houston,503685
937,1,Boston,227553
1377,2,Miami,348037
1509,2,Los Angeles,335247
1027,4,Los Angeles,306331
1627,4,Houston,490281
1230,4,Seattle,377328
1863,1,Seattle,281051
2509,2,Austin,471137
2486,4,Seattle,524199
2034,4,Seattle,513154
1101,2,Miami,229944
1909,3,Boston,482034
2220,1,Miami,428249
1332,3,Seattle,353119
1568,4,San Francisco,401226
2738,1,Miami,507333
2204,3,Dallas,449030
1243,2,San Francisco,284235
1059,4,New York,330708
2338,1,Chicago,434818
2131,1,Austin,322982
869,1,New York,164221
2277,1,Chicago,410263
2262,4,Miami,517470
2648,4,Dallas,610655
1280,2,Chicago,338139
1967,2,Chicago,431471
2871,2,New York,519459
1998,3,Seattle,494964
2692,2,Austin,528063
2494,4,Boston,604168
2683,3,Dallas,542278
2171,4,Chicago,566831
1597,3,Seattle,384879
817,2,Boston,235756
843,2,Dallas,201158
954,2,Seattle,275283
1666,3,Seattle,365856
1542,4,Houston,465272
2651,1,Los Angeles,461406
2225,4,Seattle,564354
1024,2,Boston,291345
1016,3,Austin,331668
830,3,Los Angeles,287309
2692,2,Dallas,541764
1882,3,San Francisco,386389
2715,2,Miami,488038
1697,4,Dallas,497509
1244,3,Seattle,385261
2058,1,Boston,388235
1930,3,Chicago,463978
2014,2,New York,367940
2815,1,Miami,425500
2736,2,Dallas,516114
1537,3,Houston,398344
2502,1,New York,474187
1673,1,Miami,336308
1365,3,Austin,384787
2818,1,Chicago,478209
2685,4,Houston,563518
2923,1,Miami,503134
1346,1,Seattle,293164
1116,4,Miami,365399
2659,2,Boston,467017
824,2,Boston,223845
959,4,Boston,380302
1937,1,Dallas,339055
1699,3,Chicago,359967
1989,4,Chicago,489056
1502,3,Dallas,335633
800,2,Chicago,267838
2722,4,Boston,573222
2224,3,Boston,517653
1181,1,San Francisco,235011
2541,4,Miami,556467
2626,3,Chicago,565556
2073,4,Los Angeles,463427
2348,4,Boston,589078
2378,2,Miami,412837
1697,2,New York,340194
1516,1,Houston,325746
1190,2,Los Angeles,267097
2499,2,Los Angeles,433445
1032,2,Houston,230702
2726,3,Dallas,555161
2119,4,Chicago,556116
1505,2,Los Angeles,282436
1033,3,New York,298059
2191,4,Miami,541689
2055,2,Dallas,417987
2696,2,Seattle,506202
1689,4,Seattle,497999
1391,3,Houston,406112
1545,3,Miami,412947
2519,1,Miami,427879
1227,4,Seattle,368704
1531,1,Los Angeles,296489
1599,3,Chicago,390742
1001,2,Houston,283182
2993,1,Seattle,513886
1635,3,Miami,433210
934,3,Dallas,313088
2087,2,New York,389524
2911,4,Dallas,625536
840,3,Dallas,323409
1712,1,Chicago,271226
2529,2,Houston,462685
1774,4,Seattle,446641
1933,4,Boston,514866
2259,4,Miami,588507
2840,3,Dallas,603340
1043,4,Dallas,397542
965,3,Houston,249715
1849,2,Austin,393054
2297,2,Miami,438674
1527,4,New York,447257
1915,2,Boston,354012
1282,1,Seattle,222204
2030,1,San Francisco,371968
2948,3,San Francisco,556413
1679,4,Miami,434811
1629,3,Seattle,369189
2824,2,Austin,503542
1558,4,New York,414025
962,3,Boston,335883
1996,4,Austin,459607
2107,4,Boston,562021
2795,3,San Francisco,589402
2734,4,Los Angeles,633514
2356,2,San Francisco,418214
1106,1,Los Angeles,183584
2162,1,Seattle,360268
2902,4,Miami,588673
1132,1,San Francisco,260485
2974,4,Houston,695787
1042,3,Austin,271478
2684,2,Houston,478556
2232,1,Seattle,399483
1102,3,Dallas,305992
1034,2,Houston,249219
2986,1,Seattle,539535
994,1,Dallas,154091
2350,2,Los Angeles,407702
2592,3,Houston,509116
1446,3,Seattle,346595
2848,1,Dallas,430822
1360,2,Los Angeles,314737
1919,3,Seattle,444982
1512,2,Seattle,278410
1212,2,Los Angeles,273372
1337,1,Los Angeles,217538
2678,2,Seattle,547562
1034,2,Chicago,271256
2579,4,Boston,552185
2693,2,Chicago,456552
2304,3,New York,537895
2662,1,San Francisco,454925
2174,1,Boston,411820
1215,2,Austin,320708
2709,2,Houston,554809
1715,3,San Francisco,438184
880,4,Chicago,375465
2883,1,Los Angeles,493705
1890,4,Seattle,493761
2490,3,Chicago,489403
1556,1,Austin,244709
1267,3,New York,325533
1965,2,Austin,352820
2294,3,Austin,477317
2444,2,Chicago,511561
1819,4,Los Angeles,484155
2414,1,Boston,377206
1701,1,San Francisco,288987
1472,4,Los Angeles,374817
1238,2,Miami,265120
926,1,Chicago,232603
2876,3,Houston,544982
1244,2,Austin,316003
1765,1,Houston,348955
1263,3,San Francisco,365213
2998,3,Austin,600251
1712,1,New York,338283
1296,4,New York,421868
2263,4,San Francisco,500435
2571,1,Austin,392025
957,3,Dallas,259355
971,4,Miami,312757
1293,4,Dallas,386351
1769,4,Boston,488421
2134,2,Boston,407688
2226,4,Seattle,500370
2492,1,Boston,397881
2593,1,Los Angeles,395796
1458,2,Seattle,338385
1465,2,New York,299675
1166,1,Los Angeles,228889
1349,2,Austin,321098
1442,4,San Francisco,435758
2693,3,San Francisco,600030
1054,3,Miami,355701
1007,3,New York,298747
894,1,Miami,226701
2683,2,Dallas,475144
1277,3,Chicago,297592
1561,4,New York,392163
989,4,Houston,329635
2307,4,Boston,538496
2556,2,Seattle,486079
2359,3,Dallas,544034
1555,4,Boston,441318
2246,2,Seattle,390654
1635,4,San Francisco,406437
2463,3,Los Angeles,506583
2428,3,San Francisco,530282
2635,3,Dallas,531747
932,3,San Francisco,294836
854,3,San Francisco,276555
1309,4,San Francisco,442485
1469,3,New York,324866
2489,4,Dallas,590145
2116,3,Miami,440776
1533,4,San Francisco,469626
2493,3,San Francisco,558803
1058,4,Seattle,376745
1945,3,Los Angeles,436718
1098,2,San Francisco,226964
1360,4,Miami,371946
2712,2,Miami,488435
2664,4,Los Angeles,625413
1096,4,Los Angeles,340765
2261,4,Dallas,513609
2974,1,Los Angeles,510013
996,3,Houston,318605
1794,2,Dallas,415200
2938,2,Austin,575101
807,4,San Francisco,327400
1119,2,Miami,234438
2217,2,Austin,397590
2498,2,San Francisco,441825
2908,2,Miami,516959
2261,1,Miami,432756
2087,4,Seattle,535635
1918,2,Dallas,418752
1352,1,Chicago,239831
1460,1,Seattle,275989
1515,4,Austin,381987
2258,3,Boston,488957
1654,3,Dallas,429663
1464,3,Los Angeles,329615
2697,2,Boston,514541
2474,4,Austin,558065
1072,3,San Francisco,275895
1977,2,New York,361603
2072,4,Chicago,549208
1078,2,Seattle,243219
1615,3,San Francisco,405636
1075,3,Austin,313587
1804,1,Dallas,293663
1722,1,Austin,330142
1441,4,Boston,378723
1304,2,New York,262848
1571,2,Boston,377842
2064,3,Dallas,426541
2059,3,Miami,487404
1813,4,Boston,435038
927,1,Houston,225261
2023,3,Miami,419574
2325,2,Los Angeles,481117
2473,3,San Francisco,474769
1291,1,Dallas,289472
2057,2,Austin,369714
2466,1,Los Angeles,402601
1215,4,Boston,414261
2995,4,San Francisco,648687
1769,1,Miami,350191
2876,2,Houston,558434
2184,1,Miami,360469
1107,3,Seattle,302653
860,3,Dallas,233235
2972,1,Miami,457815
2279,3,New York,456451
2730,1,Dallas,417009
2313,3,Seattle,486434
1272,1,Dallas,207718
1758,3,Dallas,404675
1332,2,Houston,291320
1293,2,Houston,279643
881,3,Austin,259109
1678,1,Miami,252609
2345,3,Boston,526891
811,4,Boston,351691
2086,4,Houston,463018
1248,1,San Francisco,215838
1561,3,San Francisco,402799
825,3,San Francisco,304051
2606,2,San Francisco,524311
2368,1,Los Angeles,373680
861,4,Boston,287094
1028,4,San Francisco,339222
2638,1,Seattle,486325
1406,4,Boston,409607
1858,1,Dallas,376799
2528,4,Miami,584455
2279,4,Dallas,558619
2325,1,Boston,435928
1560,1,Austin,262708
1394,4,New York,390037
2392,4,Houston,567623
1855,2,Boston,366649
2654,3,Chicago,563765
2848,1,San Francisco,445355
2258,1,New York,359538
2661,3,Houston,522304
1959,2,Los Angeles,387885
2019,4,Los Angeles,483144
932,4,Chicago,360609
885,2,Seattle,256983
2299,2,Dallas,400478
2630,3,Miami,540349
2003,3,Dallas,425864
974,4,Houston,366354
2775,2,Boston,485310
1377,2,Dallas,256646
2598,4,Austin,623583
2896,4,Dallas,680332
944,4,San Francisco,302658
1561,4,Dallas,396368
2177,4,Chicago,493532
2625,3,Los Angeles,554075
1728,4,San Francisco,507017
1593,2,Houston,358449
2401,1,Austin,450690
2460,3,Seattle,515622
1118,2,Dallas,241377
1910,1,Boston,331241
2376,3,Austin,523260
1497,4,Los Angeles,401716
1646,3,San Francisco,390274
2601,4,Miami,587058
1582,4,Chicago,477331
2889,4,Austin,674978
1916,1,Seattle,354275
2550,3,Seattle,530816
2449,4,New York,529636
1091,2,Seattle,277189
1768,3,Chicago,394435
2287,2,Houston,470181
2642,1,Houston,456190
896,1,San Francisco,159952
1918,3,Austin,401329
873,1,Houston,177439
2159,1,Seattle,382808
1891,3,Austin,442578
1557,2,Seattle,379011
2741,4,Seattle,599408
1007,3,Miami,263893
2044,3,Houston,504171
2085,4,Dallas,486738
1209,2,Miami,329569
1570,4,Austin,484022
2643,4,New York,579751
873,2,Austin,261463
2460,2,New York,426951
1053,4,Dallas,399557
1619,4,Austin,467951
1785,3,Miami,396465
1131,2,Chicago,272625
2221,1,Austin,394443
1635,2,Dallas,344466
2491,4,Miami,560759
1254,4,Austin,375950
2729,4,Boston,606014
1938,4,Seattle,517570
1112,1,San Francisco,258636
1817,2,Miami,341919
1027,1,New York,243987
1657,1,Los Angeles,308766
2068,4,Los Angeles,480839
1817,1,Houston,336855
1749,4,Seattle,495274
1226,4,Los Angeles,352406
2889,4,New York,646975
1264,1,Boston,267902
2445,4,Houston,588982
1077,1,San Francisco,224316
818,2,Houston,176681
865,4,Austin,362141
966,3,Seattle,264689
2408,3,Miami,461508
1202,3,Houston,373346
1208,3,Miami,376108
2959,3,San Francisco,617093
1396,1,Dallas,290458
1862,2,Chicago,365115
2952,1,Dallas,469297
1123,4,Los Angeles,414510
2782,2,Austin,511259
2237,2,Seattle,420335
1228,2,Seattle,247566
1884,2,Los Angeles,370249
2435,3,Boston,565032
2177,4,Miami,503478
1192,2,Seattle,314917
2340,2,Dallas,425105
1245,3,Boston,306593
2003,1,Boston,371420
1823,1,Miami,306789
1141,1,Los Angeles,256659
932,4,Houston,366971
2659,1,Chicago,464982
1064,2,Seattle,231057
892,3,New York,331751
2485,3,Dallas,522972
2234,1,San Francisco,428957
2985,3,Chicago,628120
2031,2,Miami,440895
1801,1,Austin,339057
2460,2,Seattle,419157
2396,4,Boston,590968
1065,2,Los Angeles,268016
1445,2,Seattle,270068
1936,2,New York,419398
2201,2,Los Angeles,439840
1253,4,Boston,412443
2714,1,Houston,484479
2263,2,Boston,457598
2010,1,Houston,322446
1630,3,Houston,356520
2190,2,Los Angeles,456809
1912,2,Chicago,367047
2769,3,Seattle,515793
2979,1,New York,485591
1671,4,Miami,417938
1434,2,Boston,268010
2199,3,Seattle,474019
1490,3,Houston,340809
2665,2,Houston,527199
1857,1,Boston,292815
2755,1,Houston,507749
1381,2,Austin,352591
2189,3,Miami,452585
1583,2,Seattle,342532
980,4,San Francisco,355095
818,4,San Francisco,347662
2049,1,Los Angeles,310272
2416,4,Boston,570406
2045,3,Houston,447073
2438,4,Los Angeles,611327
853,2,Dallas,205721
2226,3,San Francisco,443676
1242,1,Chicago,252755
1379,1,Los Angeles,244622
1081,4,Chicago,365521
1622,1,Houston,264254
2469,2,Dallas,441187
1440,3,Houston,391494
1831,2,Dallas,330225
2816,2,Dallas,523505
1362,2,Dallas,306020
1140,2,Austin,294481
1271,3,Dallas,344730
2510,3,Austin,552899
1034,2,Houston,286493
1906,2,Austin,368209
1916,1,Seattle,310354
2708,1,Chicago,455794
2217,3,Dallas,465918
1623,1,New York,336728
2091,3,Miami,491320
1431,3,Los Angeles,326230
1328,4,Houston,370166
2780,3,Boston,598573
2969,1,Chicago,513672
2857,4,Chicago,663165
2139,1,Boston,336081
2096,3,Los Angeles,426240
2129,3,Chicago,421402
2033,2,Austin,388349
2781,3,Seattle,586128
2553,4,San Francisco,534704
2748,3,Austin,587506
2927,2,Dallas,568085
1701,3,Chicago,420675
1690,3,Austin,353525
2370,3,San Francisco,545366
2624,2,Seattle,454001
2865,1,Houston,436303
1988,3,Seattle,469495
2348,4,New York,509955
1001,2,Austin,279070
1540,4,Boston,476464
2169,3,Dallas,518364
2189,2,Seattle,412247
2800,3,Los Angeles,565064
2271,4,Austin,588560
2336,2,Houston,486465
1118,1,Dallas,206109
1857,1,Boston,376454
2694,1,Boston,459149
1523,3,Miami,375119
2500,2,Houston,439371
1212,4,New York,404705
2075,4,Los Angeles,530681
1200,3,Seattle,359989
2639,3,Seattle,500647
1523,4,New York,424259
1935,2,Austin,407614
1550,3,San Francisco,407763
1067,2,Boston,288103
2140,4,Seattle,487943
1369,2,Austin,282181
2773,1,Miami,457994
1345,4,New York,376564
1164,1,New York,248186
1346,4,Chicago,412158
1070,1,New York,219939
1538,2,Los Angeles,355899
2057,4,Chicago,530986
858,4,New York,317055
2074,1,Dallas,398432
2670,2,Los Angeles,509889
885,4,Dallas,298534
1562,3,Dallas,337983
1189,1,Chicago,252282
2003,4,Boston,457797
1518,2,New York,363220
948,2,Seattle,235297
1382,2,Austin,345863
920,2,Houston,271133
1565,1,Houston,291249
1599,4,Chicago,403922
2906,1,Los Angeles,447926
1821,1,Dallas,325982
2269,2,Boston,431316
1909,3,Los Angeles,417391
2050,2,Chicago,454023
2449,3,San Francisco,536384
2615,1,Austin,424506
2145,2,Boston,386655
2141,2,Los Angeles,461525
2532,1,Houston,447473
1698,2,Boston,386182
1284,4,Dallas,432644
1602,3,Seattle,394400
2515,3,New York,558406
2715,3,Seattle,587609
2557,2,Chicago,504546
2609,4,San Francisco,581016
2243,2,Miami,464708
2752,3,San Francisco,603030
2470,2,Dallas,493250
2648,3,San Francisco,594647
1319,1,Austin,211160
1951,3,Miami,482241
2196,1,Chicago,409810
1451,1,New York,245593
2750,1,Los Angeles,444417
1010,3,Seattle,306166
1385,4,Austin,359452
966,3,New York,302773
2056,2,Austin,378458
2005,2,Dallas,392012
2538,4,San Francisco,545237
1852,4,New York,505595
1513,4,Boston,458378
1487,1,Boston,243685
1129,4,Seattle,347894
2546,4,San Francisco,597449
2007,4,New York,503005
2942,3,Seattle,578608
1584,2,Houston,361226
1740,2,Los Angeles,313169
2088,4,Dallas,473623
2479,2,Seattle,464653
1425,3,Houston,407738
938,2,San Francisco,198717
1561,1,Los Angeles,277828
2633,3,Dallas,552342
2355,2,Miami,436198
1475,2,Austin,362779
891,3,Miami,310797
1892,2,San Francisco,366019
836,2,Austin,206260
2587,4,Seattle,559113
2987,1,Houston,495624
2001,3,Houston,479751
2636,4,Miami,569724
2694,2,New York,520922
936,3,Los Angeles,282066
2463,3,New York,494319
2382,1,New York,428464
1771,1,Seattle,294743
1461,3,Chicago,365800
2610,1,New York,457696
1214,1,Chicago,230116
1142,2,Seattle,240862
945,1,Los Angeles,210675
1122,1,Houston,223853
2969,4,Seattle,652629
2075,2,Miami,396858
2678,2,Dallas,512540
1400,3,San Francisco,320770
1274,1,Chicago,246561
2315,4,Austin,523877
1374,4,San Francisco,362246
1146,2,New York,310381
2310,1,Los Angeles,406253
1181,4,Miami,417630
2103,3,Austin,467529
871,1,Seattle,188724
1917,1,Houston,370366
2196,1,Seattle,391907
2159,4,Seattle,497101
1463,2,Dallas,364221
2315,2,Miami,429146
2691,3,Miami,542763
839,4,New York,329561
2182,1,New York,340622
2830,3,San Francisco,532247
2077,3,Miami,509298
1765,2,Houston,373447
2700,1,New York,440903
1500,1,Los Angeles,292813
1310,4,Dallas,387470
2083,4,San Francisco,529642
1383,4,Austin,399657
1783,3,Chicago,418262
1258,1,Houston,221103
2705,2,Austin,490281
2904,3,Los Angeles,599609
1615,3,Dallas,357663
1046,2,Dallas,247533
1529,2,Houston,351796
1216,4,Seattle,392432
1854,2,Boston,363485
1167,2,Dallas,316090
907,2,Miami,259687
1638,2,Boston,346278
1217,4,Miami,406153
2443,3,Seattle,494685
1620,1,Seattle,313744
2221,1,Seattle,413614
1482,3,New York,398261
1055,1,Chicago,186735
1637,1,Seattle,343609
1352,3,Miami,315982
980,1,Miami,218758
956,1,San Francisco,157880
2277,3,Chicago,498510
1370,1,Houston,256713
1656,2,Houston,361494
2584,3,Chicago,532657
2527,4,Austin,564111
1847,1,New York,360595
2296,4,Boston,510189
2223,1,Houston,432325
1391,2,Seattle,287757
2981,3,Houston,573437
1220,4,Seattle,348014
1147,3,Miami,280624
965,4,Seattle,333347
1736,1,Seattle,277867
1147,2,New York,265527
1197,4,San Francisco,417000
1382,4,Seattle,411654
2400,2,Boston,487897
1107,2,Austin,281015
898,2,New York,270117
2065,2,San Francisco,381630
957,2,Austin,220801
1353,3,Dallas,355496
1450,1,Miami,261516
1868,1,Los Angeles,307089
2295,4,Miami,520229
2678,2,Dallas,513216
1533,3,Austin,378691
2750,3,Chicago,577535
891,4,Miami,340783
2427,2,Houston,427410
2015,1,Boston,400388
1900,2,Dallas,401939
2104,3,Boston,451688
2187,2,New York,458368
978,1,Dallas,160720
1079,1,Seattle,169270
1842,4,Chicago,515359
2418,3,San Francisco,496337
1170,2,San Francisco,264710
2600,2,Los Angeles,471453
2503,4,Los Angeles,534725
1103,4,Seattle,345502
2148,4,Boston,568797
2260,3,New York,472741
1993,2,Houston,380563
2861,4,Los Angeles,670487
1468,3,Dallas,368362
1299,2,Miami,340616
2214,1,Austin,364299
2372,4,Chicago,523372
1329,3,Dallas,304497
2806,2,Miami,474343
2019,2,Boston,447371
1554,4,Boston,454320
1614,4,New York,405695
1526,2,Seattle,345757
1530,3,Boston,344310
1627,1,San Francisco,250790
2131,2,Chicago,402362
2846,3,San Francisco,532368
1674,4,Austin,480154
2978,2,New York,509404
2803,4,Austin,636424
2477,1,Boston,437250
1407,4,Seattle,366728
2873,1,Los Angeles,495832
2277,4,Miami,548537
1434,4,Miami,401205
2009,1,New York,318721
1283,4,Dallas,377747
1874,3,Dallas,467632
2714,4,San Francisco,585853
2852,2,San Francisco,563565
1388,4,Miami,363956
2028,3,Chicago,445073
2773,2,Austin,526580
2858,3,San Francisco,553303
1748,2,Seattle,335508
2855,4,Miami,609506
2879,3,Chicago,587664
2807,4,Austin,604011
2541,2,Dallas,521853
1186,3,Miami,329541
2051,1,Houston,334083
2590,3,Chicago,518231
2298,4,New York,501101
1006,1,San Francisco,169345
2618,1,Los Angeles,468118
2580,2,San Francisco,498012
1592,1,Austin,310619
2524,1,Miami,404570
1805,2,Dallas,383640
1741,3,Chicago,372510
1965,4,Los Angeles,499363
2477,3,San Francisco,535907
1248,1,Boston,219435
1391,4,Houston,440045
881,3,Boston,305285
2982,4,Houston,607728
2206,1,Dallas,378085
2280,3,Seattle,511419
1879,4,Houston,517021
1218,4,Los Angeles,370521
887,3,Houston,281051
1014,3,Chicago,329760
2558,1,San Francisco,468634
2320,2,San Francisco,491598
2517,4,Dallas,626982
2301,3,Boston,484783
1108,3,Boston,354592
1030,3,Seattle,268907
954,4,Boston,311180
1998,1,Dallas,373560
914,2,Houston,194507
2213,4,Seattle,521963
1110,1,Dallas,203933
1792,4,New York,482748
1841,4,Austin,430370
811,3,Boston,284124
2227,1,Los Angeles,411317
2813,3,San Francisco,598666
1529,3,Austin,351904
2101,1,Boston,393180
2176,3,Miami,503421
2836,3,Dallas,591247
1340,2,Chicago,343541
876,1,Houston,157761
823,1,Dallas,204553
1838,3,Los Angeles,391680
1475,3,Seattle,408724
971,1,New York,196398
2692,1,Dallas,469457
1288,4,Dallas,376718
2285,1,Dallas,392007
1556,4,Austin,390334
954,3,Houston,317887
1056,2,Houston,304181
2579,2,Houston,514745
1473,4,Miami,383805
2915,3,Austin,554878
1472,3,Chicago,410987
2272,3,Seattle,464049
1058,1,Miami,194750
1106,3,Austin,268175
1918,1,New York,373428
1045,4,Dallas,307515
2458,2,Houston,472434
986,4,Dallas,381317
2597,3,Austin,584587
1724,3,San Francisco,396434
1584,4,Los Angeles,486393
2395,1,Miami,386249
2160,1,Chicago,363142
1140,1,Houston,248419
1362,2,New York,263595
1450,2,Miami,360893
1993,3,Seattle,455879
868,4,Chicago,310067
2383,4,Seattle,513736
2904,3,Houston,561890
2100,1,Seattle,319149
1922,2,Austin,397887
1715,4,Los Angeles,475131
1260,3,Seattle,310933
